CaO+MgO,Al2O3,TiO2,Fe2O3*,MnO,MgO,CaO,Na2O,K2O,P2O5,S,Zn,Pb,Cu,Cr,Ni,Sc,V,Ba,Sr,Li,' Rb ',Y,Zr,Nb,Cs,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U,'Type de roche'
'\'(29.515-44.0325]\'','\'(-inf-3.3925]\'','\'(-inf-0.21575]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(12.47-18.495]\'','\'(19.005-28.4825]\'','\'(-inf-0.9475]\'','\'(-inf-2.4125]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(7993-15985]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(-inf-29.925]\'','\'(-inf-57.575]\'','\'(-inf-5.55]\'','\'(-inf-96.2]\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(-inf-21]\'','\'(-inf-27.9175]\'','\'(-inf-11.4]\'','\'(-inf-41.075]\'','\'(-inf-2.95]\'','\'(-inf-0.925]\'','\'(-inf-9.425]\'','\'(-inf-18.05]\'','\'(-inf-2.225]\'','\'(-inf-7.95]\'','\'(-inf-1.5]\'','\'(-inf-0.675]\'','\'(-inf-1.6]\'','\'(-inf-0.3]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(-inf-0.175]\'','\'(-inf-1.2]\'','\'(-inf-0.175]\'','\'(-inf-2.925]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(-inf-3.3925]\'','\'(-inf-0.21575]\'','\'(10.3575-20.685]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(-inf-0.9475]\'','\'(-inf-2.4125]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(-inf-29.925]\'','\'(-inf-57.575]\'','\'(-inf-5.55]\'','\'(-inf-96.2]\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(-inf-21]\'','\'(27.9175-55.815]\'','\'(-inf-11.4]\'','\'(-inf-41.075]\'','\'(2.95-5.8]\'','\'(2.775-inf)\'','\'(9.425-18.15]\'','\'(18.05-35.6]\'','\'(2.225-4.25]\'','\'(7.95-15.5]\'','\'(1.5-2.9]\'','\'(-inf-0.675]\'','\'(-inf-1.6]\'','\'(-inf-0.3]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(-inf-0.175]\'','\'(-inf-1.2]\'','\'(0.35-0.525]\'','\'(-inf-2.925]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(3.3925-6.775]\'','\'(0.21575-0.4315]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(-inf-0.9475]\'','\'(2.4125-4.825]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(86.975-inf)\'','\'(113.75-169.925]\'','\'(5.55-11]\'','\'(287.8-inf)\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(62.4-inf)\'','\'(27.9175-55.815]\'','\'(11.4-21.8]\'','\'(41.075-81.95]\'','\'(2.95-5.8]\'','\'(1.85-2.775]\'','\'(18.15-26.875]\'','\'(18.05-35.6]\'','\'(4.25-6.275]\'','\'(15.5-23.05]\'','\'(2.9-4.3]\'','\'(0.675-1.35]\'','\'(3.1-4.6]\'','\'(0.3-0.6]\'','\'(2.5-4.9]\'','\'(0.55-1.1]\'','\'(1.8-3.5]\'','\'(0.225-0.45]\'','\'(1.425-2.85]\'','\'(0.35-0.525]\'','\'(1.2-2.4]\'','\'(0.35-0.525]\'','\'(2.925-5.85]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(6.775-10.1575]\'','\'(0.4315-0.64725]\'','\'(20.685-31.0125]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(-inf-0.9475]\'','\'(2.4125-4.825]\'','\'(-inf-4.91]\'','\'(162304-243437]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(58.45-86.975]\'','\'(169.925-inf)\'','\'(11-16.45]\'','\'(287.8-inf)\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(-inf-21]\'','\'(27.9175-55.815]\'','\'(-inf-11.4]\'','\'(41.075-81.95]\'','\'(5.8-8.65]\'','\'(-inf-0.925]\'','\'(-inf-9.425]\'','\'(18.05-35.6]\'','\'(2.225-4.25]\'','\'(7.95-15.5]\'','\'(1.5-2.9]\'','\'(-inf-0.675]\'','\'(-inf-1.6]\'','\'(-inf-0.3]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(-inf-0.175]\'','\'(1.2-2.4]\'','\'(0.35-0.525]\'','\'(-inf-2.925]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(6.775-10.1575]\'','\'(0.4315-0.64725]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(-inf-0.9475]\'','\'(4.825-7.2375]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(58.45-86.975]\'','\'(-inf-57.575]\'','\'(11-16.45]\'','\'(-inf-96.2]\'','\'(1085.175-2168.05]\'','\'(-inf-149.875]\'','\'(21-41.7]\'','\'(83.7125-inf)\'','\'(-inf-11.4]\'','\'(81.95-122.825]\'','\'(8.65-inf)\'','\'(2.775-inf)\'','\'(9.425-18.15]\'','\'(35.6-53.15]\'','\'(2.225-4.25]\'','\'(7.95-15.5]\'','\'(1.5-2.9]\'','\'(-inf-0.675]\'','\'(1.6-3.1]\'','\'(-inf-0.3]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(0.175-0.35]\'','\'(2.4-3.6]\'','\'(0.525-inf)\'','\'(5.85-8.775]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(10.1575-inf)\'','\'(0.64725-inf)\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(-inf-0.9475]\'','\'(7.2375-inf)\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(86.975-inf)\'','\'(-inf-57.575]\'','\'(16.45-inf)\'','\'(96.2-192]\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(-inf-21]\'','\'(83.7125-inf)\'','\'(21.8-32.2]\'','\'(122.825-inf)\'','\'(8.65-inf)\'','\'(0.925-1.85]\'','\'(26.875-inf)\'','\'(53.15-inf)\'','\'(6.275-inf)\'','\'(23.05-inf)\'','\'(4.3-inf)\'','\'(0.675-1.35]\'','\'(4.6-inf)\'','\'(0.6-0.9]\'','\'(2.5-4.9]\'','\'(0.55-1.1]\'','\'(1.8-3.5]\'','\'(0.225-0.45]\'','\'(1.425-2.85]\'','\'(0.35-0.525]\'','\'(3.6-inf)\'','\'(0.35-0.525]\'','\'(8.775-inf)\'','\'(-inf-221.625]\'',noC1
'\'(14.9975-29.515]\'','\'(6.775-10.1575]\'','\'(0.21575-0.4315]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(6.445-12.47]\'','\'(9.5275-19.005]\'','\'(-inf-0.9475]\'','\'(2.4125-4.825]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(29.925-58.45]\'','\'(-inf-57.575]\'','\'(5.55-11]\'','\'(-inf-96.2]\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(21-41.7]\'','\'(55.815-83.7125]\'','\'(11.4-21.8]\'','\'(41.075-81.95]\'','\'(5.8-8.65]\'','\'(0.925-1.85]\'','\'(18.15-26.875]\'','\'(35.6-53.15]\'','\'(4.25-6.275]\'','\'(15.5-23.05]\'','\'(2.9-4.3]\'','\'(0.675-1.35]\'','\'(3.1-4.6]\'','\'(0.3-0.6]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(-inf-0.175]\'','\'(1.2-2.4]\'','\'(0.35-0.525]\'','\'(2.925-5.85]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(10.1575-inf)\'','\'(-inf-0.21575]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(2.8225-inf)\'','\'(2.4125-4.825]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(-inf-29.925]\'','\'(-inf-57.575]\'','\'(-inf-5.55]\'','\'(-inf-96.2]\'','\'(1085.175-2168.05]\'','\'(149.875-289.25]\'','\'(-inf-21]\'','\'(83.7125-inf)\'','\'(-inf-11.4]\'','\'(41.075-81.95]\'','\'(2.95-5.8]\'','\'(-inf-0.925]\'','\'(-inf-9.425]\'','\'(-inf-18.05]\'','\'(-inf-2.225]\'','\'(-inf-7.95]\'','\'(-inf-1.5]\'','\'(-inf-0.675]\'','\'(-inf-1.6]\'','\'(-inf-0.3]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(-inf-0.175]\'','\'(-inf-1.2]\'','\'(0.175-0.35]\'','\'(2.925-5.85]\'','\'(-inf-221.625]\'',noC1
'\'(-inf-14.9975]\'','\'(10.1575-inf)\'','\'(0.4315-0.64725]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(-inf-9.5275]\'','\'(-inf-0.9475]\'','\'(7.2375-inf)\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(58.45-86.975]\'','\'(-inf-57.575]\'','\'(-inf-5.55]\'','\'(-inf-96.2]\'','\'(3250.925-inf)\'','\'(-inf-149.875]\'','\'(-inf-21]\'','\'(83.7125-inf)\'','\'(11.4-21.8]\'','\'(122.825-inf)\'','\'(8.65-inf)\'','\'(-inf-0.925]\'','\'(26.875-inf)\'','\'(53.15-inf)\'','\'(6.275-inf)\'','\'(23.05-inf)\'','\'(4.3-inf)\'','\'(0.675-1.35]\'','\'(3.1-4.6]\'','\'(0.3-0.6]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(0.175-0.35]\'','\'(3.6-inf)\'','\'(0.525-inf)\'','\'(5.85-8.775]\'','\'(-inf-221.625]\'',noC1
'\'(29.515-44.0325]\'','\'(-inf-3.3925]\'','\'(-inf-0.21575]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(12.47-18.495]\'','\'(19.005-28.4825]\'','\'(-inf-0.9475]\'','\'(-inf-2.4125]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(-inf-29.925]\'','\'(-inf-57.575]\'','\'(-inf-5.55]\'','\'(-inf-96.2]\'','\'(-inf-1085.175]\'','\'(-inf-149.875]\'','\'(-inf-21]\'','\'(-inf-27.9175]\'','\'(-inf-11.4]\'','\'(41.075-81.95]\'','\'(-inf-2.95]\'','\'(-inf-0.925]\'','\'(-inf-9.425]\'','\'(-inf-18.05]\'','\'(-inf-2.225]\'','\'(-inf-7.95]\'','\'(-inf-1.5]\'','\'(-inf-0.675]\'','\'(-inf-1.6]\'','\'(-inf-0.3]\'','\'(-inf-2.5]\'','\'(-inf-0.55]\'','\'(-inf-1.8]\'','\'(-inf-0.225]\'','\'(-inf-1.425]\'','\'(-inf-0.175]\'','\'(-inf-1.2]\'','\'(-inf-0.175]\'','\'(-inf-2.925]\'','\'(-inf-221.625]\'',noC1
'\'(29.515-44.0325]\'','\'(3.3925-6.775]\'','\'(-inf-0.21575]\'','\'(-inf-10.3575]\'','\'(-inf-0.1525]\'','\'(-inf-6.445]\'','\'(28.4825-inf)\'','\'(0.9475-1.885]\'','\'(-inf-2.4125]\'','\'(-inf-4.91]\'','\'(-inf-81171]\'','\'(-inf-7993]\'','\'(-inf-26584.25]\'','\'(-inf-1751.25]\'','\'(-inf-29.925]\'','\'(-inf-57.575]\'','\'(-inf-5.55]\'','\'(-inf-96.2]\'','\'(-inf-1085.175]\'','\'(428.625-inf)\'','\'(-inf-21]\'','\'(-inf-27.9175]\'','\'(21.8-32.2]\'','\'(41.075-81.95]\'','\'(-inf-2.95]\'','\'(-inf-0.925]\'','\'(26.875-inf)\'','\'(35.6-53.15]\'','\'(6.275-inf)\'','\'(23.05-inf)\'','\'(4.3-inf)\'','\'(0.675-1.35]\'','\'(4.6-inf)\'','\'(0.6-0.9]\'','\'(2.5-4.9]\'','\'(0.55-1.1]\'','\'(1.8-3.5]\'','\'(0.225-0.45]\'','\'(1.425-2.85]\'','\'(0.175-0.35]\'','\'(-inf-1.2]\'','\'(-inf-0.175]\'','\'(-inf-2.925]\'','\'(-inf-221.625]\'',C1
